order_id,order_total,previous_order
5355,338515,957812.0
5356,450613,338515.0
5357,81920,450613.0
5358,161541,81920.0
5359,807314,161541.0
5361,116590,807314.0
5362,471648,116590.0
5363,816363,471648.0
5364,222226,816363.0
5365,420221,222226.0
5366,330612,420221.0
5367,780866,330612.0
5368,189499,780866.0
5369,278295,189499.0
5370,235498,278295.0
5371,393784,235498.0
5372,783850,393784.0
5373,53378,783850.0
5374,383141,53378.0
5375,198849,383141.0
5376,1226244,198849.0
5377,596928,1226244.0
5378,321762,596928.0
5379,748263,321762.0
5380,381420,748263.0
5381,130880,381420.0
5382,136218,130880.0
5383,100614,136218.0
5384,666658,100614.0
5385,283693,666658.0
5386,8600,283693.0
5387,397698,8600.0
5388,553584,397698.0
5389,287088,553584.0
5390,120504,287088.0
5391,49924,120504.0
5392,15930,49924.0
5393,186559,15930.0
5394,532545,186559.0
5395,42378,532545.0
5396,663989,42378.0
5397,53946,663989.0
5398,365553,53946.0
5399,441922,365553.0
5400,303136,441922.0
5401,279508,303136.0
5402,190490,279508.0
5403,470452,190490.0
5404,616083,470452.0
5405,9572,616083.0
5406,146045,9572.0
5407,126694,146045.0
5408,113142,126694.0
5409,1417062,113142.0
5410,715506,1417062.0
5411,621139,715506.0
5412,796387,621139.0
5413,899371,796387.0
5414,787647,899371.0
5415,665062,787647.0
5416,335202,665062.0
5417,380200,335202.0
5418,391517,380200.0
5419,723708,391517.0
5420,185104,723708.0
5421,337719,185104.0
5422,196587,337719.0
5423,548106,196587.0
5424,695183,548106.0
5425,82653,695183.0
5426,1069099,82653.0
5427,422466,1069099.0
5428,142586,422466.0
5429,493103,142586.0
5430,540990,493103.0
5431,1176739,540990.0
5432,292560,1176739.0
5433,350476,292560.0
5434,541137,350476.0
5435,593237,541137.0
5436,626445,593237.0
5437,638140,626445.0
5438,291834,638140.0
5439,561524,291834.0
5440,579465,561524.0
5441,726280,579465.0
5442,491974,726280.0
5443,115299,491974.0
5444,711883,115299.0
5445,840654,711883.0
5446,1099306,840654.0
5447,543352,1099306.0
5448,966318,543352.0
5449,456184,966318.0
5450,20480,456184.0
5451,403589,20480.0
5452,62613,403589.0
5453,222684,62613.0
5454,296816,222684.0
5455,532718,296816.0
5456,1020659,532718.0
5457,211866,1020659.0
5458,626322,211866.0
5459,78402,626322.0
5460,257476,78402.0
5462,994544,257476.0
5463,387385,994544.0
5464,268031,387385.0
5465,74271,268031.0
5466,993943,74271.0
5467,202828,993943.0
5468,417148,202828.0
5469,819116,417148.0
5470,873180,819116.0
5471,97996,873180.0
5472,350959,97996.0
5473,61440,350959.0
5474,231411,61440.0
5475,286214,231411.0
5476,271461,286214.0
5477,412826,271461.0
5478,477983,412826.0
5479,427909,477983.0
5480,195364,427909.0
5481,133499,195364.0
5482,10900,133499.0
5483,803503,10900.0
5484,1081281,803503.0
5485,116676,1081281.0
5486,295012,116676.0
5487,131337,295012.0
5488,536561,131337.0
5489,456643,536561.0
5490,793108,456643.0
5491,144345,793108.0
5492,1491527,144345.0
5493,417496,1491527.0
5494,759708,417496.0
5495,560646,759708.0
5496,945333,560646.0
5497,86234,945333.0
5498,138303,86234.0
5499,100614,138303.0
5500,138548,100614.0
5501,610846,138548.0
5502,940763,610846.0
5503,552074,940763.0
5504,791311,552074.0
5505,294053,791311.0
5506,34203,294053.0
5507,509551,34203.0
5508,242831,509551.0
5509,180974,242831.0
5510,985692,180974.0
5511,87951,985692.0
5512,1275991,87951.0
5513,847062,1275991.0
5514,479445,847062.0
5515,114169,479445.0
5516,811074,114169.0
5517,457713,811074.0
5518,97682,457713.0
5519,332323,97682.0
5520,532791,332323.0
5521,750281,532791.0
5522,374332,750281.0
5523,323306,374332.0
5524,951264,323306.0
5525,285802,951264.0
5526,781708,285802.0
5527,1124123,781708.0
5528,336620,1124123.0
5529,542874,336620.0
5530,296945,542874.0
5531,246787,296945.0
5532,333324,246787.0
5533,373054,333324.0
5534,589686,373054.0
5535,1371676,589686.0
5536,697109,1371676.0
5537,330080,697109.0
5538,18350,330080.0
5539,448883,18350.0
5540,161838,448883.0
5541,100884,161838.0
5542,382248,100884.0
5543,402278,382248.0
5544,264145,402278.0
5545,451427,264145.0
5546,8053,451427.0
5547,445055,8053.0
5548,509853,445055.0
5549,640443,509853.0
5550,302067,640443.0
5551,376107,302067.0
5552,609551,376107.0
5553,31625,609551.0
5554,598108,31625.0
5555,413632,598108.0
5557,707084,413632.0
5558,618124,707084.0
5559,229641,618124.0
5560,304574,229641.0
5561,947648,304574.0
5562,979103,947648.0
5563,691752,979103.0
5564,106024,691752.0
5565,446629,106024.0
5566,558588,446629.0
5567,313200,558588.0
5568,58295,313200.0
5569,97197,58295.0
5570,573338,97197.0
5571,864078,573338.0
5572,604250,864078.0
5573,840901,604250.0
5574,618451,840901.0
5575,214824,618451.0
5576,268619,214824.0
5577,603510,268619.0
5578,443162,603510.0
5579,422477,443162.0
5580,816611,422477.0
5581,97996,816611.0
5582,302478,97996.0
5583,126709,302478.0
5584,860063,126709.0
5585,202296,860063.0
5586,514343,202296.0
5587,612721,514343.0
5588,572381,612721.0
5589,299138,572381.0
5590,171606,299138.0
5591,140163,171606.0
5592,577839,140163.0
5593,859896,577839.0
5594,690307,859896.0
5595,554520,690307.0
5596,53706,554520.0
5597,101965,53706.0
5598,339207,101965.0
5599,90487,339207.0
5600,1191064,90487.0
5601,470671,1191064.0
5602,83106,470671.0
5603,254901,83106.0
5604,588182,254901.0
5605,329161,588182.0
5606,18350,329161.0
5607,55288,18350.0
5608,697964,55288.0
5609,233192,697964.0
5610,408798,233192.0
5611,710302,408798.0
5612,1043212,710302.0
5613,268530,1043212.0
5614,277666,268530.0
5615,310905,277666.0
5616,236446,310905.0
5618,266185,236446.0
5619,544620,266185.0
5620,704740,544620.0
5621,177378,704740.0
5622,230166,177378.0
5623,175238,230166.0
5624,774528,175238.0
5625,124819,774528.0
5626,563905,124819.0
5627,526678,563905.0
5628,299125,526678.0
5629,206927,299125.0
5630,653064,206927.0
5631,262857,653064.0
5632,355058,262857.0
5633,59928,355058.0
5634,382220,59928.0
5635,790530,382220.0
5636,362141,790530.0
5637,169555,362141.0
5638,75195,169555.0
5639,51888,75195.0
5641,547983,51888.0
5642,241375,547983.0
5643,164367,241375.0
5644,363851,164367.0
5645,204088,363851.0
5646,736761,204088.0
5647,68301,736761.0
5648,553525,68301.0
5649,73941,553525.0
5650,711294,73941.0
5651,900294,711294.0
5652,56428,900294.0
5653,542548,56428.0
5654,285552,542548.0
5655,400831,285552.0
5656,841344,400831.0
5657,425823,841344.0
5658,419214,425823.0
5659,954308,419214.0
5660,668850,954308.0
5661,1002698,668850.0
5662,278550,1002698.0
5663,841848,278550.0
5664,318579,841848.0
5665,19144,318579.0
5666,603812,19144.0
5667,263718,603812.0
5668,336510,263718.0
5669,383689,336510.0
5670,180900,383689.0
5671,459243,180900.0
5672,336352,459243.0
5673,149336,336352.0
5674,571394,149336.0
5675,694195,571394.0
5676,217889,694195.0
5677,94663,217889.0
5678,561193,94663.0
5679,55678,561193.0
5680,427662,55678.0
5681,272203,427662.0
5682,337350,272203.0
5683,187338,337350.0
5684,234933,187338.0
5685,773150,234933.0
5686,480397,773150.0
5687,267550,480397.0
5688,275005,267550.0
5689,474763,275005.0
5690,570896,474763.0
5691,802928,570896.0
5692,467370,802928.0
5693,554983,467370.0
5694,610817,554983.0
5695,718422,610817.0
5696,779706,718422.0
5697,150115,779706.0
5698,339852,150115.0
5699,99014,339852.0
5700,297120,99014.0
5701,946556,297120.0
5702,225024,946556.0
5703,443618,225024.0
5704,568137,443618.0
5705,308608,568137.0
5706,82572,308608.0
5707,73080,82572.0
5708,677447,73080.0
5709,263933,677447.0
5710,523258,263933.0
5711,911899,523258.0
5712,174768,911899.0
5713,247959,174768.0
5714,100614,247959.0
5715,105550,100614.0
5716,292536,105550.0
5717,477135,292536.0
5718,115471,477135.0
5719,413106,115471.0
5720,100614,413106.0
5721,216153,100614.0
5722,359208,216153.0
5723,241030,359208.0
5724,163227,241030.0
5725,814325,163227.0
5726,629692,814325.0
5727,311253,629692.0
5728,207274,311253.0
5729,266547,207274.0
5730,82558,266547.0
5731,202255,82558.0
5732,647957,202255.0
5733,1051290,647957.0
5734,99014,1051290.0
5735,767268,99014.0
5736,1181208,767268.0
5737,126246,1181208.0
5738,828114,126246.0
5739,87619,828114.0
5740,596510,87619.0
5741,73941,596510.0
5742,646025,73941.0
5743,1150444,646025.0
5744,75644,1150444.0
5745,229998,75644.0
5746,271461,229998.0
5747,528615,271461.0
5748,827300,528615.0
5749,172373,827300.0
5750,443160,172373.0
5751,679151,443160.0
5752,729432,679151.0
5753,169568,729432.0
5754,438765,169568.0
5755,733094,438765.0
5756,162377,733094.0
5757,760903,162377.0
5758,202618,760903.0
5759,163382,202618.0
5760,464964,163382.0
5761,739904,464964.0
5762,356378,739904.0
5763,722399,356378.0
5764,1256853,722399.0
5765,176166,1256853.0
5766,69838,176166.0
5767,502774,69838.0
5768,966161,502774.0
5769,97996,966161.0
5770,246873,97996.0
5771,471478,246873.0
5772,266519,471478.0
5773,192136,266519.0
5774,203867,192136.0
5775,525743,203867.0
5776,78402,525743.0
5777,589079,78402.0
5778,810516,589079.0
5779,717048,810516.0
5780,75195,717048.0
5781,294356,75195.0
5782,12744,294356.0
5783,573229,12744.0
5784,269260,573229.0
5785,46721,269260.0
5786,817079,46721.0
5787,97394,817079.0
5788,397458,97394.0
5789,281077,397458.0
5790,230206,281077.0
5791,77260,230206.0
5792,352852,77260.0
5793,81572,352852.0
5794,8600,81572.0
5795,716913,8600.0
5796,340521,716913.0
5797,3186,340521.0
5799,38084,3186.0
5800,705842,38084.0
5801,478292,705842.0
5802,760820,478292.0
5803,346697,760820.0
5804,396644,346697.0
5805,673837,396644.0
5806,434255,673837.0
5807,708481,434255.0
5808,293430,708481.0
5809,876697,293430.0
5811,90576,876697.0
5812,356682,90576.0
5813,9175,356682.0
5814,229397,9175.0
5815,211963,229397.0
5816,901334,211963.0
5817,433255,901334.0
5818,419958,433255.0
5819,929209,419958.0
5820,1643813,929209.0
5821,97996,1643813.0
5822,258960,97996.0
5823,347462,258960.0
5824,411455,347462.0
5825,130880,411455.0
5826,346628,130880.0
5827,347861,346628.0
5828,338419,347861.0
5829,378940,338419.0
5830,359389,378940.0
5831,881605,359389.0
5832,688321,881605.0
5833,76120,688321.0
5834,775994,76120.0
5835,787102,775994.0
5836,217215,787102.0
5837,1106966,217215.0
5838,45616,1106966.0
5839,494742,45616.0
5840,465024,494742.0
5841,854148,465024.0
5842,184068,854148.0
5843,254801,184068.0
5844,369712,254801.0
5845,562037,369712.0
5846,208040,562037.0
5847,367692,208040.0
5848,249812,367692.0
5849,1036236,249812.0
5850,532543,1036236.0
5851,4300,532543.0
5852,149457,4300.0
5853,583332,149457.0
5854,201945,583332.0
5855,816378,201945.0
5857,204240,816378.0
5858,551043,204240.0
5859,492220,551043.0
5860,332597,492220.0
5861,329164,332597.0
5862,423734,329164.0
5863,219536,423734.0
5864,362700,219536.0
5865,204698,362700.0
5866,655988,204698.0
5867,357588,655988.0
5868,304694,357588.0
5869,764273,304694.0
5870,403871,764273.0
5871,146324,403871.0
5872,579401,146324.0
5873,219548,579401.0
5874,385708,219548.0
5875,191118,385708.0
5876,266057,191118.0
5877,457924,266057.0
5878,336264,457924.0
5879,699103,336264.0
5880,215797,699103.0
5881,234032,215797.0
5882,570790,234032.0
5883,986154,570790.0
5884,235748,986154.0
5885,185451,235748.0
5886,438824,185451.0
5887,448805,438824.0
5888,633016,448805.0
5889,252764,633016.0
5890,183427,252764.0
5891,534454,183427.0
5892,44699,534454.0
5893,617824,44699.0
5894,476512,617824.0
5895,557192,476512.0
5896,959471,557192.0
5897,355256,959471.0
5898,522050,355256.0
5899,696456,522050.0
5900,405062,696456.0
5901,213295,405062.0
5902,286245,213295.0
5903,906051,286245.0
5904,166586,906051.0
5905,385605,166586.0
5906,992755,385605.0
5907,190368,992755.0
5908,270668,190368.0
5909,77260,270668.0
5910,57090,77260.0
5911,691316,57090.0
5912,685280,691316.0
5913,297986,685280.0
5914,53706,297986.0
5915,478508,53706.0
5916,607838,478508.0
5917,385508,607838.0
5918,228656,385508.0
5919,157794,228656.0
5920,517460,157794.0
5921,43443,517460.0
5922,247535,43443.0
5923,617195,247535.0
5924,43600,617195.0
5925,236950,43600.0
5926,20871,236950.0
5927,279315,20871.0
5928,12650,279315.0
5929,657982,12650.0
5930,623418,657982.0
5931,114462,623418.0
5932,214824,114462.0
5933,457831,214824.0
5934,459875,457831.0
5935,267550,459875.0
5936,143034,267550.0
5937,337030,143034.0
5938,204220,337030.0
5939,581409,204220.0
5940,1506330,581409.0
5941,305669,1506330.0
5942,651298,305669.0
5943,345335,651298.0
5944,357585,345335.0
5945,160530,357585.0
5946,215784,160530.0
5947,793741,215784.0
5948,1025692,793741.0
5949,751555,1025692.0
5950,959867,751555.0
5951,452270,959867.0
5952,693856,452270.0
5953,283305,693856.0
5954,499738,283305.0
5955,256662,499738.0
5956,600990,256662.0
5957,425860,600990.0
5958,376472,425860.0
5959,515978,376472.0
5960,108178,515978.0
5961,510436,108178.0
5962,1119455,510436.0
5963,811954,1119455.0
5964,160530,811954.0
5965,1144391,160530.0
5966,228390,1144391.0
5967,257872,228390.0
5968,257748,257872.0
5969,509660,257748.0
5970,351340,509660.0
5971,30956,351340.0
5972,61817,30956.0
5973,252246,61817.0
5974,252491,252246.0
5975,416804,252491.0
5976,247318,416804.0
5977,585401,247318.0
5978,643099,585401.0
5979,524203,643099.0
5980,14616,524203.0
5981,238980,14616.0
5982,27644,238980.0
5983,890220,27644.0
5984,307054,890220.0
5985,22808,307054.0
5986,963241,22808.0
5987,881055,963241.0
5988,150145,881055.0
5989,175584,150145.0
5990,1123701,175584.0
5992,625666,1123701.0
5993,863706,625666.0
5994,1040066,863706.0
5995,447043,1040066.0
5996,186670,447043.0
5997,113316,186670.0
5998,262208,113316.0
5999,192100,262208.0
6000,292261,192100.0
6001,534608,292261.0
6002,790676,534608.0
6003,38620,790676.0
6004,980703,38620.0
6005,175902,980703.0
6006,373371,175902.0
6007,92850,373371.0
6008,552882,92850.0
6009,258939,552882.0
6010,690025,258939.0
6011,956481,690025.0
6012,339685,956481.0
6013,115890,339685.0
6014,980890,115890.0
6015,527028,980890.0
6016,104704,527028.0
6017,309499,104704.0
6018,155603,309499.0
6019,168325,155603.0
6020,574412,168325.0
6021,239805,574412.0
6022,393760,239805.0
6023,391240,393760.0
6024,572516,391240.0
6025,581451,572516.0
6026,670282,581451.0
6027,366026,670282.0
6028,864097,366026.0
6029,52829,864097.0
6030,521992,52829.0
6031,516786,521992.0
6032,797886,516786.0
6033,803573,797886.0
6034,46721,803573.0
6035,885058,46721.0
6036,121904,885058.0
6037,860266,121904.0
6038,472774,860266.0
6039,458856,472774.0
6040,432290,458856.0
6041,636871,432290.0
6042,272368,636871.0
6043,346259,272368.0
6044,689850,346259.0
6045,345771,689850.0
6046,57157,345771.0
6047,205724,57157.0
6048,164626,205724.0
6049,1010838,164626.0
6050,1029697,1010838.0
6051,169763,1029697.0
6052,462113,169763.0
6053,884754,462113.0
6054,599429,884754.0
6055,1616922,599429.0
6056,423160,1616922.0
6057,205598,423160.0
6058,215939,205598.0
6059,83331,215939.0
6060,537805,83331.0
6061,120484,537805.0
6062,391368,120484.0
6063,326892,391368.0
6064,1205361,326892.0
6065,371246,1205361.0
6066,286039,371246.0
6067,255363,286039.0
6068,912537,255363.0
6069,375303,912537.0
6070,336516,375303.0
6071,408942,336516.0
6072,543413,408942.0
6073,767750,543413.0
6074,168804,767750.0
6075,376656,168804.0
6076,157367,376656.0
6077,283590,157367.0
6078,856858,283590.0
6079,713803,856858.0
6080,19078,713803.0
6081,415125,19078.0
6082,195582,415125.0
6083,162734,195582.0
6084,592461,162734.0
6085,934945,592461.0
6086,250235,934945.0
6087,421954,250235.0
6088,759277,421954.0
6089,519992,759277.0
6090,907457,519992.0
6091,176557,907457.0
6092,610747,176557.0
6093,411312,610747.0
6094,38182,411312.0
6095,234532,38182.0
6096,881938,234532.0
6097,612012,881938.0
6098,702867,612012.0
6099,830815,702867.0
6100,322177,830815.0
6101,265789,322177.0
6102,319428,265789.0
6103,656556,319428.0
6104,810010,656556.0
6105,416465,810010.0
6106,212008,416465.0
6107,182735,212008.0
6108,104584,182735.0
6109,156912,104584.0
6110,702877,156912.0
6111,473800,702877.0
6112,693245,473800.0
6113,372035,693245.0
6114,684086,372035.0
6115,709988,684086.0
6116,247036,709988.0
6117,320289,247036.0
6118,252309,320289.0
6119,149805,252309.0
6120,347740,149805.0
6121,475765,347740.0
6122,268874,475765.0
6123,111043,268874.0
6124,387755,111043.0
6125,249735,387755.0
6126,783135,249735.0
6127,15187,783135.0
6128,758432,15187.0
6129,101965,758432.0
6130,458881,101965.0
6131,774651,458881.0
6132,364763,774651.0
6133,873928,364763.0
6134,151506,873928.0
6135,471862,151506.0
6136,620900,471862.0
6137,251280,620900.0
6138,301359,251280.0
6139,369552,301359.0
6140,166662,369552.0
6141,39848,166662.0
6142,706195,39848.0
6143,852617,706195.0
6144,477330,852617.0
6145,539778,477330.0
6146,102609,539778.0
6147,655137,102609.0
6148,441065,655137.0
6149,50063,441065.0
6150,401063,50063.0
6151,630477,401063.0
6152,523887,630477.0
6153,769040,523887.0
6154,298771,769040.0
6155,649128,298771.0
6156,522935,649128.0
6157,527549,522935.0
6158,811872,527549.0
6159,874349,811872.0
6160,303966,874349.0
6161,1274019,303966.0
6162,509381,1274019.0
6163,985473,509381.0
6164,663959,985473.0
6165,565393,663959.0
6166,473328,565393.0
6167,100094,473328.0
6168,592228,100094.0
6169,625304,592228.0
6170,573477,625304.0
6171,399582,573477.0
6172,383515,399582.0
6173,389294,383515.0
6174,405951,389294.0
6175,362082,405951.0
6176,744331,362082.0
6177,383086,744331.0
6178,729623,383086.0
6179,397192,729623.0
6180,1052365,397192.0
6181,474639,1052365.0
6182,20414,474639.0
6183,542359,20414.0
6184,458162,542359.0
6185,309275,458162.0
6186,175807,309275.0
6187,710090,175807.0
6188,171473,710090.0
6189,329273,171473.0
6190,69740,329273.0
6191,493569,69740.0
6192,489767,493569.0
6193,550571,489767.0
6194,609332,550571.0
6195,901377,609332.0
6196,30374,901377.0
6197,25842,30374.0
6198,186670,25842.0
6199,136793,186670.0
6200,319960,136793.0
6201,355866,319960.0
6202,357800,355866.0
6203,152888,357800.0
6204,434158,152888.0
6205,813137,434158.0
6206,606521,813137.0
6207,267550,606521.0
6208,424976,267550.0
6209,104734,424976.0
6210,650511,104734.0
6211,321792,650511.0
6212,450120,321792.0
6213,442703,450120.0
6214,506640,442703.0
6215,243847,506640.0
6216,57090,243847.0
6217,55792,57090.0
6218,436315,55792.0
6219,394428,436315.0
6220,520535,394428.0
6221,587718,520535.0
6222,490315,587718.0
6223,784841,490315.0
6224,65552,784841.0
6225,405472,65552.0
6226,381853,405472.0
6227,766708,381853.0
6228,459152,766708.0
6229,664195,459152.0
6230,679303,664195.0
6231,522756,679303.0
6232,652996,522756.0
6233,236161,652996.0
6234,391569,236161.0
6235,39174,391569.0
6236,686756,39174.0
6237,707233,686756.0
6238,651369,707233.0
6239,504090,651369.0
6240,330310,504090.0
6241,991655,330310.0
6242,232203,991655.0
6243,191124,232203.0
6244,822013,191124.0
6245,872097,822013.0
6246,352182,872097.0
6247,101965,352182.0
6248,139672,101965.0
6249,99690,139672.0
6250,774871,99690.0
6251,24159,774871.0
6252,334054,24159.0
6253,438323,334054.0
6254,393368,438323.0
6255,1128231,393368.0
6256,712068,1128231.0
6257,580718,712068.0
6258,678465,580718.0
6259,673716,678465.0
6260,416278,673716.0
6261,509918,416278.0
6262,698492,509918.0
6263,568199,698492.0
6264,434444,568199.0
6265,414337,434444.0
6266,579378,414337.0
6267,383224,579378.0
6268,974193,383224.0
6269,155863,974193.0
6270,393797,155863.0
6271,991927,393797.0
6272,174376,991927.0
6273,114258,174376.0
6274,819734,114258.0
6275,715834,819734.0
6276,87619,715834.0
6277,245853,87619.0
6278,432116,245853.0
6279,43410,432116.0
