order_id,Product_Name,category,price,quantity,status,final_price,total_amount
103511,Laptop,Electronics,37824.23,10,Completed,44632.591400000005,378242.30000000005
103512,Speaker,Electronics,91294.88,10,Completed,107727.9584,912948.8
103538,Monitor,Electronics,20313.01,4,Completed,23969.351799999997,81252.04
103557,Monitor,Electronics,10674.0,2,Completed,12595.32,21348.0
103589,Smartwatch,Electronics,78041.71,2,Completed,92089.2178,156083.42
103591,Monitor,Electronics,92648.99,4,Completed,109325.8082,370595.96
103604,Smartwatch,Electronics,29451.31,10,Completed,34752.5458,294513.10000000003
103649,Speaker,Electronics,58692.34,6,Completed,69256.96119999999,352154.04
103680,Phone,Electronics,3717.3,8,Completed,4386.414,29738.4
103688,Printer,Electronics,68239.53,8,Completed,80522.6454,545916.24
103711,Speaker,Electronics,12161.75,1,Completed,14350.865,12161.75
103715,Camera,Electronics,81842.82,5,Completed,96574.5276,409214.10000000003
103722,Speaker,Electronics,74612.46,6,Completed,88042.7028,447674.76
103726,Speaker,Electronics,20665.45,10,Completed,24385.231,206654.5
103741,Monitor,Electronics,86985.85,6,Completed,102643.303,521915.10000000003
103759,Smartwatch,Electronics,39546.54,8,Completed,46664.917199999996,316372.32
103787,Keyboard,Electronics,22303.78,5,Completed,26318.460399999996,111518.9
103835,Speaker,Electronics,19825.96,7,Completed,23394.6328,138781.72
103845,Monitor,Electronics,55502.36,9,Completed,65492.784799999994,499521.24
103870,Tablet,Electronics,76264.74,10,Completed,89992.3932,762647.4
103881,Mouse,Electronics,93320.64,7,Completed,110118.35519999999,653244.48
103895,Mouse,Electronics,66518.88,9,Completed,78492.2784,598669.92
103906,Smartwatch,Electronics,25337.81,1,Completed,29898.6158,25337.81
103910,Monitor,Electronics,32129.89,2,Completed,37913.2702,64259.78
103916,Smartwatch,Electronics,23265.32,8,Completed,27453.077599999997,186122.56
103941,Keyboard,Electronics,66792.0,2,Completed,78814.56,133584.0
103983,Speaker,Electronics,5114.54,1,Completed,6035.1572,5114.54
103986,Laptop,Electronics,88237.71,6,Completed,104120.4978,529426.26
103991,Monitor,Electronics,52469.39,6,Completed,61913.8802,314816.33999999997
103992,Phone,Electronics,25030.17,9,Completed,29535.600599999998,225271.52999999997
103998,Mouse,Electronics,30080.92,9,Completed,35495.48559999999,270728.27999999997
104006,Tablet,Electronics,3872.09,8,Completed,4569.0662,30976.72
104029,Monitor,Electronics,98340.26,10,Completed,116041.50679999999,983402.6
104053,Speaker,Electronics,68805.52,7,Completed,81190.5136,481638.64
104073,Speaker,Electronics,67907.68,7,Completed,80131.06239999998,475353.75999999995
104083,Smartwatch,Electronics,79529.25,7,Completed,93844.515,556704.75
104110,Speaker,Electronics,15689.88,2,Completed,18514.058399999998,31379.76
104118,Smartwatch,Electronics,80328.29,7,Completed,94787.3822,562298.0299999999
104119,Printer,Electronics,60429.68,4,Completed,71307.0224,241718.72
104126,Mouse,Electronics,83545.46,7,Completed,98583.6428,584818.2200000001
104137,Monitor,Electronics,5966.11,2,Completed,7040.009799999999,11932.22
104139,Smartwatch,Electronics,27121.03,6,Completed,32002.815399999996,162726.18
104164,Laptop,Electronics,46092.94,5,Completed,54389.6692,230464.7
104169,Speaker,Electronics,84838.03,8,Completed,100108.87539999999,678704.24
104179,Laptop,Electronics,31299.69,10,Completed,36933.63419999999,312996.89999999997
104224,Speaker,Electronics,52998.55,1,Completed,62538.289,52998.55
104227,Speaker,Electronics,8629.89,8,Completed,10183.270199999999,69039.12
104228,Monitor,Electronics,428.19,9,Completed,505.26419999999996,3853.71
104247,Phone,Electronics,13139.65,5,Completed,15504.786999999998,65698.25
104263,Smartwatch,Electronics,64691.79,5,Completed,76336.3122,323458.95
104272,Speaker,Electronics,69300.88,6,Completed,81775.0384,415805.28
104284,Keyboard,Electronics,86417.28,10,Completed,101972.39039999999,864172.8
104302,Camera,Electronics,0.0,4,Completed,0.0,0.0
104311,Phone,Electronics,40098.86,10,Completed,47316.6548,400988.6
104313,Camera,Electronics,23629.15,2,Completed,27882.397,47258.3
104317,Laptop,Electronics,7616.01,7,Completed,8986.8918,53312.07
104321,Printer,Electronics,6224.56,8,Completed,7344.9808,49796.48
104330,Camera,Electronics,80170.61,3,Completed,94601.3198,240511.83000000002
104339,Smartwatch,Electronics,35358.5,1,Completed,41723.03,35358.5
104353,Tablet,Electronics,809.8,1,Completed,955.5639999999999,809.8
104452,Printer,Electronics,43887.88,7,Completed,51787.698399999994,307215.16
104456,Phone,Electronics,91759.79,3,Completed,108276.55219999999,275279.37
104472,Keyboard,Electronics,56596.08,3,Completed,66783.3744,169788.24
104492,Monitor,Electronics,49308.69,2,Completed,58184.2542,98617.38
104497,Keyboard,Electronics,52369.96,5,Completed,61796.5528,261849.8
104504,Printer,Electronics,49244.73,1,Completed,58108.7814,49244.73
104511,Speaker,Electronics,71107.61,4,Completed,83906.9798,284430.44
104553,Keyboard,Electronics,93112.07,4,Completed,109872.2426,372448.28
104557,Mouse,Electronics,91011.04,6,Completed,107393.02719999998,546066.24
104561,Mouse,Electronics,75656.6,6,Completed,89274.788,453939.60000000003
104601,Tablet,Electronics,49459.38,8,Completed,58362.0684,395675.04
104621,Keyboard,Electronics,3415.42,10,Completed,4030.1956,34154.2
104665,Monitor,Electronics,31850.93,7,Completed,37584.0974,222956.51
104700,Mouse,Electronics,42281.68,1,Completed,49892.382399999995,42281.68
104736,Mouse,Electronics,28784.37,10,Completed,33965.556599999996,287843.7
104792,Monitor,Electronics,95507.53,2,Completed,112698.8854,191015.06
104823,Printer,Electronics,91597.78,7,Completed,108085.3804,641184.46
104880,Camera,Electronics,71934.98,7,Completed,84883.27639999999,503544.86
104896,Keyboard,Electronics,89439.33,6,Completed,105538.40939999999,536635.98
104897,Monitor,Electronics,76975.8,6,Completed,90831.444,461854.80000000005
104923,Smartwatch,Electronics,90043.44,6,Completed,106251.2592,540260.64
104933,Monitor,Electronics,12983.69,3,Completed,15320.7542,38951.07
104965,Keyboard,Electronics,51937.69,8,Completed,61286.4742,415501.52
104984,Mouse,Electronics,85338.7,5,Completed,100699.666,426693.5
104993,Monitor,Electronics,7815.53,4,Completed,9222.3254,31262.12
104998,Camera,Electronics,34786.57,6,Completed,41048.152599999994,208719.41999999998
