order_item_id,order_id,product_id,quantity,unit_price
97,5033,41,2.0,92765
98,5034,36,2.0,53847
99,5034,54,3.0,9962
100,5034,40,4.0,48312
101,5035,67,2.0,33911
102,5035,113,1.0,14616
103,5035,31,5.0,7724
104,5035,76,3.0,56428
105,5035,124,3.0,78300
106,5036,97,2.0,3679
107,5036,72,4.0,20480
108,5036,23,1.0,18620
109,5036,8,5.0,49819
110,5037,38,5.0,76444
111,5037,28,2.0,90487
112,5037,45,5.0,48206
113,5037,131,3.0,76514
114,5037,113,4.0,14616
115,5038,35,5.0,58295
116,5038,7,1.0,95184
117,5039,105,3.0,56021
118,5039,141,4.0,19091
119,5039,74,1.0,16985
120,5040,61,5.0,26079
121,5040,54,5.0,9962
122,5040,116,3.0,42082
123,5040,52,2.0,58298
124,5040,8,1.0,49819
125,5041,138,4.0,52367
126,5041,36,1.0,53847
127,5042,139,5.0,34743
128,5042,54,2.0,9962
129,5043,44,2.0,82291
130,5043,5,5.0,26134
131,5043,22,1.0,78894
132,5043,52,2.0,58298
133,5043,92,5.0,61356
134,5044,62,4.0,98446
135,5044,82,3.0,87619
136,5044,24,2.0,43443
137,5044,79,5.0,81723
138,5044,13,3.0,97810
139,5045,92,5.0,61356
140,5045,103,5.0,31445
141,5045,86,3.0,49654
142,5046,75,4.0,35916
143,5046,146,5.0,52304
144,5046,17,1.0,13948
145,5046,65,5.0,25065
146,5047,56,1.0,9175
147,5048,117,3.0,12972
148,5049,106,2.0,95466
149,5049,7,5.0,95184
150,5050,56,2.0,9175
151,5050,20,4.0,44033
152,5050,146,4.0,52304
153,5050,40,2.0,48312
154,5051,28,4.0,90487
155,5051,46,4.0,23671
156,5051,139,1.0,34743
157,5051,78,3.0,42378
158,5052,103,,31445
159,5053,101,3.0,86737
160,5053,40,3.0,48312
161,5053,148,2.0,55893
162,5054,6,5.0,21286
163,5054,5,4.0,26134
164,5054,106,2.0,95466
165,5054,61,4.0,26079
166,99999,148,4.0,55893
167,5056,48,4.0,68133
168,5056,62,5.0,98446
169,5056,81,1.0,19078
170,5057,24,1.0,43443
171,5057,44,2.0,82291
172,5057,108,3.0,46915
173,5058,27,2.0,65552
174,5058,80,1.0,89761
175,5059,77,3.0,6325
176,5059,98,4.0,83293
177,5060,117,5.0,12972
178,5061,139,3.0,34743
179,5061,19,4.0,72397
180,5061,149,1.0,95245
181,5061,56,5.0,9175
182,5061,105,4.0,56021
183,5062,52,3.0,58298
184,5062,73,2.0,87951
185,5062,45,1.0,48206
186,5062,125,1.0,33628
187,5062,39,1.0,54311
188,5063,149,2.0,95245
189,5064,47,4.0,53706
190,5064,63,3.0,33538
191,5064,80,2.0,89761
192,5064,35,5.0,58295
193,5064,119,2.0,26176
194,5065,65,5.0,25065
195,5066,6,2.0,21286
196,5066,109,3.0,19474
197,5066,25,1.0,16898
198,5066,79,4.0,81723
199,5066,107,5.0,84963
200,5067,65,3.0,25065
201,5068,39,4.0,54311
202,5068,26,1.0,18911
203,5068,95,4.0,51431
204,5068,114,5.0,38630
205,5068,131,1.0,76514
206,5069,150,5.0,30192
207,5070,64,4.0,69811
208,5070,114,1.0,38630
209,5070,66,5.0,82653
210,5070,145,1.0,70418
211,5070,84,3.0,87906
212,5071,138,2.0,52367
213,5071,35,5.0,58295
214,5072,101,3.0,86737
215,5072,141,1.0,19091
216,5072,12,4.0,52829
217,5072,82,2.0,87619
218,5073,66,4.0,82653
219,5073,86,1.0,49654
220,5073,77,2.0,6325
221,5073,25,3.0,16898
222,5074,40,3.0,48312
223,5074,145,1.0,70418
224,5074,114,2.0,38630
225,5074,6,2.0,21286
226,5075,63,1.0,33538
227,5075,27,1.0,65552
228,5076,42,1.0,47104
229,5076,45,4.0,48206
230,5076,120,4.0,3186
231,5077,23,4.0,18620
232,5078,87,4.0,41279
233,5078,2,4.0,48841
234,5078,49,3.0,92850
235,5078,64,3.0,69811
236,5078,78,4.0,42378
237,5079,139,4.0,34743
238,5079,29,1.0,7739
239,5079,135,2.0,94663
240,5080,148,3.0,55893
241,5080,116,5.0,42082
242,5081,57,2.0,92455
243,5081,9999,3.0,58214
244,5081,94,3.0,67315
245,5081,86,2.0,49654
246,5082,4,4.0,46721
247,5082,64,1.0,69811
248,5082,8,5.0,49819
249,5083,50,3.0,37334
250,5083,75,3.0,35916
251,5083,148,1.0,55893
252,5083,96,5.0,8053
253,5083,54,3.0,9962
254,5084,72,4.0,20480
255,5085,70,5.0,55878
256,5085,72,2.0,20480
257,5085,36,5.0,53847
258,5085,2,3.0,48841
259,5085,4,1.0,46721
260,5086,79,3.0,81723
261,5086,75,1.0,35916
262,5087,58,3.0,39174
263,5088,66,3.0,82653
264,5088,14,4.0,55863
265,5088,114,4.0,38630
266,5088,94,5.0,67315
267,5089,100,3.0,71517
268,5089,28,1.0,90487
269,5090,26,3.0,18911
270,5091,148,3.0,55893
271,5091,113,3.0,14616
272,5091,89,5.0,83106
273,5091,101,3.0,86737
274,5092,70,4.0,55878
275,5092,110,5.0,30121
276,5093,8,1.0,49819
277,5093,10,3.0,26689
278,5093,9999,3.0,26176
279,5094,12,4.0,52829
280,5094,122,3.0,58214
281,5094,27,4.0,65552
282,5095,108,5.0,46915
283,5095,31,5.0,7724
284,5095,47,5.0,53706
285,5095,99,2.0,34203
286,5096,86,2.0,49654
287,5096,107,4.0,84963
288,5097,65,3.0,25065
289,5097,21,1.0,81691
290,5098,122,2.0,58214
291,5098,48,4.0,68133
292,5098,148,3.0,55893
293,5098,81,3.0,19078
294,5099,5,2.0,26134
295,5099,117,4.0,12972
296,5099,28,5.0,90487
297,5099,149,3.0,95245
298,5099,105,1.0,56021
299,5100,43,3.0,88213
300,5100,21,3.0,81691
301,5100,116,3.0,42082
302,5101,22,3.0,78894
303,5101,58,4.0,39174
304,5101,47,2.0,53706
305,5101,60,1.0,84088
306,5102,21,2.0,81691
307,5102,140,5.0,83331
308,5103,55,5.0,34918
309,5103,136,1.0,53946
310,5103,78,3.0,42378
311,5103,110,1.0,30121
312,5103,73,2.0,87951
313,5104,12,4.0,52829
314,5104,18,1.0,79719
315,5105,135,5.0,94663
316,5105,107,5.0,84963
317,5106,65,4.0,25065
318,5106,67,1.0,33911
319,5106,55,1.0,34918
320,5106,128,2.0,80334
321,5106,24,3.0,43443
322,5107,48,5.0,68133
323,5108,69,1.0,48871
324,5109,3,1.0,13554
325,5109,148,2.0,55893
326,5110,108,1.0,46915
327,5110,111,4.0,73941
328,5110,65,2.0,25065
329,5111,61,1.0,26079
330,5111,113,4.0,14616
331,5111,131,3.0,76514
332,5111,3,4.0,13554
333,5111,1,4.0,50707
334,5112,79,4.0,81723
335,5112,66,5.0,82653
336,5112,14,4.0,55863
337,5112,49,3.0,92850
338,5113,112,2.0,69548
339,5113,116,2.0,42082
340,5114,120,1.0,3186
341,5114,111,3.0,73941
342,5114,39,4.0,54311
343,5114,99,4.0,34203
344,5115,82,4.0,87619
345,5116,116,5.0,42082
346,5116,4,2.0,46721
347,5116,40,5.0,48312
348,5117,131,4.0,76514
349,5117,136,4.0,53946
350,5118,116,1.0,42082
351,5118,69,1.0,48871
352,5118,6,3.0,21286
353,5119,92,3.0,61356
354,5120,21,4.0,81691
355,5120,108,4.0,46915
356,5120,78,4.0,42378
357,5120,67,3.0,33911
358,5121,69,3.0,48871
359,5122,110,4.0,30121
360,5122,127,4.0,94118
361,5123,83,2.0,61817
362,5123,91,2.0,98063
363,5123,74,4.0,16985
364,5123,128,1.0,80334
365,5124,134,5.0,65964
366,5124,90,4.0,49507
367,5124,131,3.0,76514
368,5124,5,4.0,26134
369,5125,119,5.0,26176
370,5125,127,4.0,94118
371,5125,23,2.0,18620
372,5126,139,2.0,34743
373,5126,103,2.0,31445
374,5126,119,3.0,26176
375,5127,16,3.0,9937
376,5127,71,2.0,4786
377,5128,136,5.0,53946
378,5128,47,4.0,53706
379,5128,98,5.0,83293
380,5129,138,3.0,52367
381,5129,69,1.0,48871
382,5129,79,1.0,81723
383,5129,9,2.0,20871
384,5130,83,4.0,61817
385,5130,80,3.0,89761
386,5131,17,5.0,13948
387,5131,21,5.0,81691
388,5132,57,2.0,92455
389,5132,7,3.0,95184
390,5132,119,3.0,26176
391,5132,6,5.0,21286
392,5132,80,1.0,89761
393,5133,17,5.0,13948
394,5133,105,2.0,56021
395,5133,124,1.0,78300
396,5133,132,2.0,42778
397,5133,149,5.0,95245
398,5134,150,4.0,30192
399,5134,28,1.0,90487
400,5135,25,4.0,16898
401,5135,19,5.0,72397
402,5135,97,3.0,3679
403,5136,110,4.0,30121
404,5137,17,3.0,13948
405,5137,103,4.0,31445
406,5137,143,3.0,20414
407,5137,92,3.0,61356
408,5137,52,4.0,58298
409,5138,45,2.0,48206
410,5138,52,2.0,58298
411,5138,117,3.0,12972
412,5139,11,3.0,10900
413,5139,121,2.0,32706
414,5139,144,5.0,93669
415,5139,4,5.0,46721
416,5140,139,4.0,34743
417,5140,117,4.0,12972
418,5140,73,2.0,87951
419,5140,75,2.0,35916
420,5140,5,5.0,26134
421,5141,116,1.0,42082
422,5142,87,1.0,41279
423,5142,130,4.0,27703
424,5143,25,3.0,16898
425,5143,27,4.0,65552
426,5143,7,3.0,95184
427,5143,74,5.0,16985
428,5143,104,3.0,9521
429,5144,6,2.0,21286
430,5144,103,2.0,31445
431,5144,69,1.0,48871
432,5144,120,3.0,3186
433,5145,58,5.0,39174
434,5145,144,5.0,93669
435,5145,67,2.0,33911
436,5146,72,4.0,20480
437,5146,128,2.0,80334
438,5146,7,1.0,95184
439,5147,76,5.0,56428
440,5147,1,3.0,50707
441,5147,43,1.0,88213
442,5147,74,5.0,16985
443,5148,149,3.0,95245
444,5148,16,4.0,9937
445,5148,3,5.0,13554
446,5149,69,3.0,48871
447,5149,23,1.0,18620
448,5150,139,4.0,34743
449,5150,134,3.0,65964
450,5150,108,5.0,46915
451,5150,52,2.0,58298
452,5150,76,3.0,56428
453,5151,64,1.0,69811
454,5152,97,2.0,3679
455,5152,46,5.0,23671
456,5152,105,2.0,56021
457,5152,141,4.0,19091
458,5152,70,1.0,55878
459,5153,9,3.0,20871
460,5153,76,1.0,56428
461,5153,112,1.0,69548
462,5154,94,5.0,67315
463,5154,104,3.0,9521
464,5154,82,3.0,87619
465,5155,132,1.0,42778
466,5155,145,3.0,70418
467,5155,48,2.0,68133
468,5155,27,3.0,65552
469,5155,112,4.0,69548
470,5156,138,4.0,52367
471,5156,131,1.0,76514
472,5156,69,1.0,48871
473,5157,150,3.0,30192
474,5157,64,5.0,69811
475,5158,126,5.0,20393
476,5158,130,5.0,27703
477,5158,137,3.0,73589
478,5158,80,1.0,89761
479,5159,29,3.0,7739
480,5159,91,4.0,98063
481,5159,20,1.0,44033
482,5159,119,1.0,26176
483,5159,42,5.0,47104
484,5160,55,4.0,34918
485,5160,9,1.0,20871
486,5160,13,5.0,97810
487,5161,19,1.0,72397
488,5162,75,1.0,35916
489,5162,128,5.0,80334
490,5163,23,2.0,18620
491,5163,13,1.0,97810
492,5163,20,2.0,44033
493,5164,103,5.0,31445
494,5164,137,4.0,73589
495,5165,68,2.0,25842
496,5165,115,4.0,25302
497,5166,2,3.0,48841
498,5166,117,3.0,12972
499,5167,143,3.0,20414
500,5167,43,3.0,88213
501,5167,67,4.0,33911
502,5167,106,4.0,95466
503,5167,107,5.0,84963
504,5168,19,1.0,72397
505,5168,136,3.0,53946
506,5168,111,3.0,73941
507,5168,104,1.0,9521
508,5169,24,2.0,43443
509,5169,70,3.0,55878
510,5169,9,2.0,20871
511,5169,49,5.0,92850
512,5170,110,2.0,30121
513,5170,96,5.0,8053
514,5171,101,3.0,86737
515,5171,143,1.0,20414
516,5171,148,1.0,55893
517,5171,44,3.0,82291
518,5172,10,5.0,26689
519,5172,57,4.0,92455
520,5173,103,3.0,31445
521,5173,138,5.0,52367
522,5173,71,1.0,4786
523,5173,114,3.0,38630
524,5174,61,1.0,26079
525,5174,85,1.0,48998
526,5174,150,5.0,30192
527,5174,39,1.0,54311
528,5174,64,3.0,69811
529,5175,96,1.0,8053
530,5175,8,2.0,49819
531,5175,51,5.0,59928
532,5175,59,3.0,20643
533,5175,105,3.0,56021
534,5176,2,3.0,48841
535,5176,107,1.0,84963
536,5176,146,1.0,52304
537,5176,115,5.0,25302
538,5177,42,3.0,47104
539,5178,110,4.0,30121
540,5179,45,5.0,48206
541,5179,140,4.0,83331
542,5179,87,5.0,41279
543,5179,7,4.0,95184
544,5179,144,1.0,93669
545,5180,68,3.0,25842
546,5180,60,5.0,84088
547,5181,71,1.0,4786
548,5181,150,1.0,30192
549,5181,1,1.0,50707
550,5181,135,1.0,94663
551,5181,104,3.0,9521
552,5182,147,2.0,53510
553,5182,37,4.0,95562
554,5182,103,4.0,31445
555,5182,32,5.0,15187
556,5183,72,2.0,20480
557,5183,66,1.0,82653
558,5183,115,2.0,25302
559,5184,18,3.0,79719
560,5184,72,1.0,20480
561,5184,69,5.0,48871
562,5184,9,3.0,20871
563,5184,35,5.0,58295
564,5185,111,5.0,73941
565,5185,64,4.0,69811
566,5185,10,3.0,26689
567,5185,116,5.0,42082
568,5185,90,2.0,49507
569,5186,134,4.0,65964
570,5187,9,4.0,20871
571,5187,58,3.0,39174
572,5187,56,3.0,9175
573,5188,96,2.0,8053
574,5188,94,4.0,67315
575,5188,8,5.0,49819
576,5189,78,3.0,42378
577,5189,34,5.0,36630
578,5189,122,3.0,58214
579,5189,12,2.0,52829
580,5190,110,3.0,30121
581,5190,127,5.0,94118
582,5190,21,4.0,81691
583,5190,50,2.0,37334
584,5191,109,4.0,19474
585,5191,33,5.0,20004
586,5192,62,2.0,98446
587,5192,14,3.0,55863
588,5193,80,5.0,89761
589,5193,48,3.0,68133
590,5193,107,1.0,84963
591,5193,43,3.0,88213
592,5194,130,3.0,27703
593,5194,106,3.0,95466
594,5194,24,4.0,43443
595,5195,121,3.0,32706
596,5196,73,2.0,87951
597,5196,104,4.0,9521
598,5196,15,3.0,48998
599,5196,1,3.0,50707
600,5196,6,3.0,21286
601,5197,116,1.0,42082
602,5197,90,5.0,49507
603,5198,46,1.0,23671
604,5198,106,5.0,95466
605,5198,55,1.0,34918
606,5198,145,1.0,70418
607,5199,72,1.0,20480
608,5199,71,5.0,4786
609,5199,61,5.0,26079
610,5199,75,1.0,35916
611,5200,130,2.0,27703
612,5200,92,1.0,61356
613,5200,106,2.0,95466
614,5200,47,3.0,53706
615,5200,87,5.0,41279
616,5201,7,1.0,95184
617,5201,125,4.0,33628
618,5201,45,1.0,48206
619,5201,18,1.0,79719
620,5202,17,5.0,13948
621,5202,14,3.0,55863
622,5203,28,1.0,90487
623,5203,119,3.0,26176
624,5203,39,3.0,54311
625,5204,20,3.0,44033
626,5205,142,1.0,40304
627,5205,58,5.0,39174
628,5205,106,4.0,95466
629,5206,70,3.0,55878
630,5206,45,1.0,48206
631,5206,8,2.0,49819
632,5206,139,4.0,34743
633,5207,126,2.0,20393
634,5207,97,4.0,3679
635,5207,138,2.0,52367
636,5208,38,5.0,76444
637,5208,6,5.0,21286
638,5209,147,2.0,53510
639,5210,50,5.0,37334
640,5210,81,1.0,19078
641,5210,120,4.0,3186
642,5211,78,2.0,42378
643,5211,70,4.0,55878
644,5211,3,1.0,13554
645,5212,88,5.0,4300
646,5213,58,5.0,39174
647,5214,102,3.0,22808
648,5215,6,5.0,21286
649,5215,23,5.0,18620
650,5216,114,2.0,38630
651,5216,112,2.0,69548
652,5216,124,4.0,78300
653,5216,86,5.0,49654
654,5217,58,3.0,39174
655,5217,66,3.0,82653
656,5217,132,1.0,42778
657,5217,122,3.0,58214
658,5217,74,2.0,16985
659,5218,87,2.0,41279
660,5218,133,4.0,19030
661,5218,122,4.0,58214
662,5218,80,1.0,89761
663,5219,34,2.0,36630
664,5219,42,2.0,47104
665,5219,29,4.0,7739
666,5220,59,3.0,20643
667,5220,106,2.0,95466
668,5220,94,3.0,67315
669,5220,29,1.0,7739
670,5220,99,5.0,34203
671,5221,39,1.0,54311
672,5221,30,4.0,51211
673,5222,13,2.0,97810
674,5222,77,5.0,6325
675,5222,123,4.0,50047
676,5222,132,5.0,42778
677,5223,117,3.0,12972
678,5224,48,5.0,68133
679,5224,120,2.0,3186
680,5224,73,1.0,87951
681,5224,95,3.0,51431
682,5224,21,3.0,81691
683,5225,61,4.0,26079
684,5225,104,3.0,9521
685,5226,29,3.0,7739
686,5227,57,5.0,92455
687,5227,129,4.0,14470
688,5228,36,5.0,53847
689,5228,20,4.0,44033
690,5228,80,3.0,89761
691,5229,44,1.0,82291
692,5229,148,2.0,55893
693,5229,80,5.0,89761
694,5229,25,4.0,16898
695,5230,7,5.0,95184
696,5230,107,1.0,84963
697,5230,67,5.0,33911
698,5230,45,3.0,48206
699,5231,15,5.0,48998
700,5231,124,4.0,78300
701,5232,129,1.0,14470
702,5232,47,1.0,53706
703,5232,9,2.0,20871
704,5233,127,4.0,94118
705,5233,26,1.0,18911
706,5233,129,3.0,14470
707,5234,106,3.0,95466
708,5234,16,5.0,9937
709,5234,150,,30192
710,5234,92,5.0,61356
711,5234,33,1.0,20004
712,5235,45,5.0,48206
713,5235,53,2.0,50574
714,5235,55,2.0,34918
715,5235,56,2.0,9175
716,5236,97,1.0,3679
717,5236,14,3.0,55863
718,5236,29,1.0,7739
719,5236,121,2.0,32706
720,5236,64,5.0,69811
721,5237,62,3.0,98446
722,5237,113,3.0,14616
723,5237,51,3.0,59928
724,5237,49,5.0,92850
725,5237,72,5.0,20480
726,5238,51,2.0,59928
727,5238,64,2.0,69811
728,5238,126,1.0,20393
729,5239,50,2.0,37334
730,5240,37,1.0,95562
731,5241,137,2.0,73589
732,5242,129,1.0,14470
733,5242,107,2.0,84963
734,5243,34,4.0,36630
735,5243,143,3.0,20414
736,5243,14,1.0,55863
737,5243,61,1.0,26079
738,5244,116,3.0,42082
739,5244,123,2.0,50047
740,5244,94,4.0,67315
741,5245,139,4.0,34743
742,5245,54,3.0,9962
743,5245,126,1.0,20393
744,5245,132,5.0,42778
745,5245,50,3.0,37334
746,5246,34,4.0,36630
747,5246,77,4.0,6325
748,5246,25,1.0,16898
749,5247,23,3.0,18620
750,5247,22,5.0,78894
751,5247,99,4.0,34203
752,5248,42,3.0,47104
753,5249,150,2.0,30192
754,5249,64,2.0,69811
755,5250,32,3.0,15187
756,5250,118,3.0,13822
757,5251,55,4.0,34918
758,5251,40,2.0,48312
759,5251,87,5.0,41279
760,5251,71,4.0,4786
761,5252,125,2.0,33628
762,5252,29,3.0,7739
763,5252,47,3.0,53706
764,5252,46,1.0,23671
765,5252,70,2.0,55878
766,5253,45,2.0,48206
767,5253,112,1.0,69548
768,5254,28,3.0,90487
769,5254,147,1.0,53510
770,5254,41,5.0,92765
771,5254,2,1.0,48841
772,5255,139,2.0,34743
773,5255,26,3.0,18911
774,5255,118,2.0,13822
775,5256,132,4.0,42778
776,5256,137,5.0,73589
777,5256,107,5.0,84963
778,5256,28,4.0,90487
779,5256,6,5.0,21286
780,5257,55,5.0,34918
781,5258,131,2.0,76514
782,5258,74,2.0,16985
783,5258,134,3.0,65964
784,5258,39,2.0,54311
785,5258,64,1.0,69811
786,5259,118,1.0,13822
787,5259,79,3.0,81723
788,5259,58,5.0,39174
789,5259,141,5.0,19091
790,5259,24,5.0,43443
791,5260,85,1.0,48998
792,5260,45,4.0,48206
793,5260,4,5.0,46721
794,5260,29,3.0,7739
795,5261,17,3.0,13948
796,5261,131,4.0,76514
797,5262,34,2.0,36630
798,5262,64,4.0,69811
799,5262,119,3.0,26176
800,5262,87,4.0,41279
801,5262,143,1.0,20414
802,5263,93,4.0,64437
803,5263,75,2.0,35916
804,5263,132,5.0,42778
805,5263,99,5.0,34203
806,5264,148,5.0,55893
807,5264,98,5.0,83293
808,5264,71,1.0,4786
809,5264,136,3.0,53946
810,5265,61,2.0,26079
811,5265,103,3.0,31445
812,5265,29,3.0,7739
813,5265,85,4.0,48998
814,5265,48,3.0,68133
815,5266,21,5.0,81691
816,5266,61,4.0,26079
817,5267,100,5.0,71517
818,5267,87,3.0,41279
819,5268,131,4.0,76514
820,5269,110,4.0,30121
821,5269,69,2.0,48871
822,5270,140,4.0,83331
823,5270,68,2.0,25842
824,5270,32,3.0,15187
825,5270,26,2.0,18911
826,5270,79,1.0,81723
827,5271,91,2.0,98063
828,5271,82,1.0,87619
829,5271,138,2.0,52367
830,5271,24,1.0,43443
831,5271,115,3.0,25302
832,5272,64,1.0,69811
833,5272,139,5.0,34743
834,5273,28,5.0,90487
835,5274,85,5.0,48998
836,5274,60,1.0,84088
837,5274,64,3.0,69811
838,5275,7,3.0,95184
839,5275,85,2.0,48998
840,5276,33,2.0,20004
841,5276,54,2.0,9962
842,5276,78,4.0,42378
843,5276,145,3.0,70418
844,5277,42,3.0,47104
845,5277,65,2.0,25065
846,5277,78,1.0,42378
847,5277,11,2.0,10900
848,5277,1,3.0,50707
849,5278,110,2.0,30121
850,5278,112,1.0,69548
851,5278,131,3.0,76514
852,5279,102,2.0,22808
853,5279,87,2.0,41279
854,5279,106,2.0,95466
855,5280,16,4.0,9937
856,5281,25,1.0,16898
857,5281,61,2.0,26079
858,5281,79,2.0,81723
859,99999,9,2.0,20871
860,5282,57,4.0,92455
861,5283,32,3.0,15187
862,5283,61,1.0,26079
863,5283,117,3.0,12972
864,5283,8,5.0,49819
865,5284,58,5.0,39174
866,5284,108,4.0,46915
867,5284,14,3.0,55863
868,5284,129,3.0,14470
869,5285,101,1.0,86737
870,5285,145,4.0,70418
871,99999,44,1.0,82291
872,5286,136,4.0,53946
873,5286,31,4.0,7724
874,5286,113,4.0,14616
875,5287,61,5.0,26079
876,5287,59,2.0,20643
877,5288,114,4.0,38630
878,5289,51,3.0,59928
879,5289,3,5.0,13554
880,5290,69,3.0,48871
881,5291,47,4.0,53706
882,5291,78,1.0,42378
883,5291,67,4.0,33911
884,5292,32,1.0,15187
885,5292,85,2.0,48998
886,5292,90,1.0,49507
887,5292,87,3.0,41279
888,5292,133,1.0,19030
889,5293,48,1.0,68133
890,5293,102,4.0,22808
891,5293,98,2.0,83293
892,5293,135,3.0,94663
893,5294,29,3.0,7739
894,5294,121,4.0,32706
895,5295,111,4.0,73941
896,5295,46,5.0,23671
897,5296,118,5.0,13822
898,5297,110,5.0,30121
899,5297,41,3.0,92765
900,5297,121,3.0,32706
901,5297,85,4.0,48998
902,5298,72,4.0,20480
903,5298,120,3.0,3186
904,5298,77,5.0,6325
905,5298,121,3.0,32706
906,5299,53,2.0,50574
907,5299,36,1.0,53847
908,5300,59,4.0,20643
909,5300,139,5.0,34743
910,5300,51,2.0,59928
911,5301,38,2.0,76444
912,5301,118,3.0,13822
913,5301,45,2.0,48206
914,5301,106,1.0,95466
915,5301,6,1.0,21286
916,5302,75,4.0,35916
917,5302,128,5.0,80334
918,5302,33,2.0,20004
919,5303,53,5.0,50574
920,5303,67,4.0,33911
921,5304,1,1.0,50707
922,5305,39,1.0,54311
923,5305,35,4.0,58295
924,5305,63,5.0,33538
925,5305,100,2.0,71517
926,5305,43,5.0,88213
927,5306,51,1.0,59928
928,5306,75,4.0,35916
929,5307,135,1.0,94663
930,5307,25,2.0,16898
931,5307,30,1.0,51211
932,5307,83,5.0,61817
933,5308,141,3.0,19091
934,5308,110,5.0,30121
935,5308,90,1.0,49507
936,5308,5,3.0,26134
937,5308,103,4.0,31445
938,5309,41,4.0,92765
939,5309,129,1.0,14470
940,5310,27,4.0,65552
941,5311,37,2.0,95562
942,5311,91,1.0,98063
943,5311,129,2.0,14470
944,5312,4,5.0,46721
945,5312,103,2.0,31445
946,5312,76,5.0,56428
947,5312,119,5.0,26176
948,5312,140,1.0,83331
949,5313,53,1.0,50574
950,5313,125,4.0,33628
951,5313,129,2.0,14470
952,5313,33,4.0,20004
953,5314,16,3.0,9937
954,5314,57,3.0,92455
955,5314,46,3.0,23671
956,5315,97,4.0,3679
957,5316,32,1.0,15187
958,5316,56,2.0,9175
959,5316,99,4.0,34203
960,5317,43,5.0,88213
961,5317,55,3.0,34918
962,5318,92,4.0,61356
963,5318,23,5.0,18620
964,5318,21,5.0,81691
965,5319,46,1.0,23671
966,5319,73,5.0,87951
967,5320,100,2.0,71517
968,5320,86,2.0,49654
969,5320,14,3.0,55863
970,5320,46,4.0,23671
971,5320,137,2.0,73589
972,5321,119,4.0,26176
973,5322,126,5.0,20393
974,5322,52,3.0,58298
975,5323,8,2.0,49819
976,5324,119,4.0,26176
977,5324,129,4.0,14470
978,5324,13,5.0,97810
979,5325,85,5.0,48998
980,5325,88,4.0,4300
981,5325,72,3.0,20480
982,5325,110,2.0,30121
983,5326,119,3.0,26176
984,5326,71,5.0,4786
985,5327,16,4.0,9937
986,5327,19,4.0,72397
987,5327,109,3.0,19474
988,5327,34,5.0,36630
989,5327,106,4.0,95466
990,5328,26,4.0,18911
991,5328,133,1.0,19030
992,5328,121,2.0,32706
993,5328,123,1.0,50047
994,5328,59,4.0,20643
995,5329,68,1.0,25842
996,5329,142,1.0,40304
997,5329,27,3.0,65552
